edad,sexo,comunidad,pais_nacimiento,situacion_prof,jornada_semanal,renta_cta_ajena,renta_cta_propia,anyo,ponderacion
71,Hombre,Catalunya,Espanya,Empleador, ,0.0,0.0,2017,406.46826
86,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,412.481
40,Hombre,Catalunya,Espanya,ayuda familiar,50,3064.9,20350.3,2017,574.8507
86,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,171.03699
83,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,168.6857
50,Mujer,Catalunya,Espanya,asalariado,40,34263.8,0.0,2017,172.46374
41,Hombre,Catalunya,Espanya,asalariado,40,34039.6,0.0,2017,171.6717
17,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,172.00958
49,Hombre,Catalunya,Espanya,asalariado,40,47911.2,0.0,2017,396.39921
18,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,397.85323
48,Mujer,Catalunya,Espanya,asalariado,40,19894.3,0.0,2017,398.9037
55,Hombre,Catalunya,Resto,asalariado,20,2811.4,0.0,2017,160.01343
47,Mujer,Catalunya,Resto,, ,0.0,0.0,2017,160.19398
18,Hombre,Catalunya,Resto,asalariado,40,12216.07,0.0,2017,163.6079
20,Mujer,Catalunya,Resto,, ,0.0,0.0,2017,159.77212
62,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,329.38989
59,Mujer,Catalunya,Espanya,asalariado,40,29706.2,0.0,2017,324.23528999999996
56,Hombre,Catalunya,Espanya,Empleador,40,73239.3,0.0,2017,371.52187000000004
53,Mujer,Catalunya,Espanya,asalariado,40,23221.4,0.0,2017,375.84693
21,Hombre,Catalunya,Espanya,, ,0.0,0.0,2017,375.8559
17,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,377.06474
18,Hombre,Catalunya,Espanya,asalariado,40,496.0,0.0,2017,324.78112999999996
52,Mujer,Catalunya,UE-28,asalariado, ,0.0,0.0,2017,316.14229
21,Hombre,Catalunya,Espanya,asalariado,40,0.0,0.0,2017,316.14983
57,Mujer,Catalunya,Espanya,autónomo,40,19720.2,0.0,2017,459.17654000000005
59,Hombre,Catalunya,Espanya,Empleador,40,8167.5,17500.0,2017,454.72497999999996
24,Mujer,Catalunya,Espanya,Empleador,40,8678.1,0.0,2017,505.98627
81,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,288.60981
51,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,293.34625
69,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,380.35462
69,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,376.10494
75,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,376.10494
71,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,380.35462
35,Mujer,Catalunya,Espanya,asalariado, ,10247.32,0.0,2017,378.66708
86,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,323.46105
64,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,438.01973
64,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,479.11265999999995
63,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,467.47609000000006
23,Mujer,Catalunya,Espanya,asalariado, ,9056.8,0.0,2017,519.6927900000001
47,Mujer,Catalunya,Resto,asalariado,30,4800.0,0.0,2017,845.6246800000001
49,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,480.57362
48,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,483.60992999999996
34,Mujer,Catalunya,Espanya,autónomo, ,0.0,0.0,2017,378.66708
36,Hombre,Catalunya,Resto,asalariado, ,4003.8,0.0,2017,504.56589
27,Mujer,Catalunya, ,, ,6574.7,0.0,2017,0.0
29,Hombre,Catalunya,Espanya,asalariado,40,38051.0,0.0,2017,445.99361
26,Mujer,Catalunya,Espanya,asalariado,40,12921.4,0.0,2017,438.35055
41,Hombre,Catalunya,Espanya,asalariado,50,19671.5,0.0,2017,423.57109
40,Mujer,Catalunya,Espanya,asalariado,40,19249.5,-2464.0,2017,423.14425
61,Hombre,Catalunya,Espanya,asalariado, ,0.0,-1732.1,2017,329.38989
60,Mujer,Catalunya,Espanya,asalariado,15,3000.0,0.0,2017,324.23528999999996
37,Hombre,Catalunya,Espanya,asalariado,40,32516.8,0.0,2017,423.07148
37,Mujer,Catalunya,Espanya,asalariado,40,40549.1,-3601.6,2017,422.64514
49,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,450.34700999999995
19,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,449.16107
53,Hombre,Catalunya,Espanya,asalariado,60,56641.3,0.0,2017,449.83945
86,Hombre,Catalunya,Espanya,autónomo, ,0.0,0.0,2017,357.85528999999997
76,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,352.93577
74,Mujer,Catalunya,Espanya,asalariado, ,0.0,1518.8,2017,385.29191000000003
72,Hombre,Catalunya,Espanya,autónomo, ,0.0,1313.4,2017,380.98707
47,Hombre,Catalunya,Espanya,asalariado,40,17767.3,0.0,2017,387.40037
69,Mujer,Catalunya,Espanya,Empleador,45,0.0,5552.4,2017,406.53323
39,Hombre,Catalunya,Espanya,asalariado,45,8388.0,0.0,2017,409.4514
42,Hombre,Catalunya,Espanya,asalariado, ,17321.8,0.0,2017,423.07148
40,Mujer,Catalunya,Espanya,asalariado,15,4168.3,0.0,2017,422.64514
50,Hombre,Catalunya,Espanya,asalariado,40,29590.9,29.85,2017,254.90597999999997
43,Mujer,Catalunya,Espanya,asalariado,40,9906.5,29.85,2017,255.08114
19,Mujer,Catalunya,Espanya,asalariado,40,0.0,0.0,2017,255.841
54,Hombre,Catalunya,Espanya,asalariado, ,7717.2,0.0,2017,679.50411
62,Hombre,Catalunya,Espanya,asalariado,40,12427.2,0.0,2017,329.38989
60,Mujer,Catalunya, ,, ,13494.8,704.4,2017,0.0
63,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,330.03026
62,Hombre,Catalunya,Espanya,asalariado, ,57615.3,0.0,2017,338.24549
43,Hombre,Catalunya,Espanya,asalariado,40,32342.7,0.0,2017,419.01611
47,Mujer,Catalunya, ,, ,15066.0,0.0,2017,0.0
57,Mujer,Catalunya,Espanya,autónomo,40,0.0,20957.72,2017,369.38835
22,Hombre,Catalunya,Espanya,autónomo,40,0.0,14976.17,2017,370.07461
37,Mujer,Catalunya,Espanya,asalariado,40,16328.3,0.0,2017,476.53312999999997
34,Hombre,Catalunya,Espanya,asalariado,40,11262.7,0.0,2017,485.95725999999996
38,Mujer,Catalunya,Resto,asalariado,40,13957.3,0.0,2017,874.9354199999999
63,Mujer,Madrid,Espanya,asalariado, ,0.0,0.0,2017,748.7182799999999
63,Hombre,Madrid,Espanya,asalariado,42,69056.7,0.0,2017,725.0867599999999
32,Hombre,Madrid,Espanya,asalariado,25,21725.6,0.0,2017,1264.02593
32,Mujer,Catalunya,Espanya,asalariado,40,14273.5,0.0,2017,539.98703
53,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,5696.43413
83,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,5577.93281
37,Hombre,Catalunya,Espanya,asalariado, ,14934.0,0.0,2017,2972.40064
75,Mujer,Catalunya,Espanya,ayuda familiar, ,0.0,0.0,2017,2951.21625
42,Mujer,Catalunya,Espanya,asalariado, ,12251.5,0.0,2017,2889.42862
46,Hombre,Catalunya,Espanya,asalariado,40,20698.3,0.0,2017,2887.44459
18,Hombre,Catalunya,Espanya,asalariado,40,0.0,0.0,2017,2967.6115
50,Hombre,Catalunya,Espanya,asalariado,60,8793.1,0.0,2017,2108.71846
86,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,2075.55547
52,Mujer,Catalunya,Espanya,asalariado, ,9065.7,0.0,2017,2109.6178800000002
26,Mujer,Catalunya,Espanya,asalariado,40,10064.6,0.0,2017,2115.02159
23,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,2109.6682
76,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1836.35627
81,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1811.11142
42,Mujer,Catalunya,Espanya,Empleador,35,0.0,31362.4,2017,3266.36255
44,Hombre,Catalunya,Espanya,autónomo,40,0.0,34083.4,2017,3269.65744
63,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1096.43104
61,Mujer,Catalunya,Espanya,autónomo, ,0.0,24766.0,2017,1069.8011800000002
25,Hombre,Catalunya,Espanya,asalariado,30,14055.9,0.0,2017,1081.2781400000001
23,Hombre,Catalunya,Espanya,, ,0.0,0.0,2017,1081.2781400000001
20,Hombre,Catalunya,Espanya,, ,0.0,0.0,2017,1110.7984199999999
43,Hombre,Catalunya,Espanya,autónomo, ,3152.2,14286.5,2017,2182.08637
41,Mujer,Catalunya,Espanya,asalariado,37,16707.9,8512.0,2017,2179.88745
60,Hombre,Catalunya,Espanya,asalariado, ,0.0,-3550.5,2017,2464.6622199999997
58,Mujer,Catalunya,Espanya,asalariado,40,40886.5,0.0,2017,2488.79023
27,Hombre,Catalunya,Espanya,asalariado,40,15962.8,-539.8,2017,2543.3265
24,Hombre,Catalunya,Espanya,, ,764.2,0.0,2017,2493.41397
67,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1336.63308
86,Mujer,Catalunya,Espanya,autónomo, ,0.0,0.0,2017,1322.81187
69,Hombre,Catalunya,Espanya,autónomo, ,0.0,0.0,2017,1298.57616
72,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1313.24901
55,Hombre,Catalunya,Espanya,Empleador,50,169981.0,0.0,2017,3041.59268
47,Mujer,Catalunya,Espanya,autónomo,40,29000.2,0.0,2017,3045.02453
17,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,3037.00581
81,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,2627.49883
51,Mujer,Catalunya,Espanya,asalariado,40,15452.1,0.0,2017,2417.78044
50,Hombre,Catalunya,Espanya,asalariado,40,27037.5,0.0,2017,2416.74964
17,Hombre,Catalunya,Espanya,, ,0.0,0.0,2017,2483.8481899999997
40,Hombre,Catalunya,Espanya,asalariado,35,35666.7,0.0,2017,3729.3419799999997
38,Mujer,Catalunya,Espanya,asalariado,35,38224.3,0.0,2017,3725.58386
61,Mujer,Catalunya,Espanya,asalariado,40,5661.7,0.0,2017,2092.24267
57,Hombre,Catalunya,Espanya,asalariado,40,15350.7,0.0,2017,2090.3038699999997
77,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1411.33859
63,Mujer,Catalunya,Espanya,asalariado,40,26754.1,0.0,2017,2453.67197
69,Mujer,Catalunya, ,, ,0.0,0.0,2017,0.0
66,Hombre,Catalunya,Espanya,autónomo, ,0.0,3689.4,2017,1360.14783
59,Hombre,Catalunya,Espanya,Empleador,40,26824.6,0.0,2017,2073.07723
59,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,2093.3717899999997
30,Mujer,Catalunya,Espanya,asalariado,40,11141.1,0.0,2017,2102.5828100000003
86,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,2627.49883
54,Hombre,Catalunya,Espanya,Empleador,50,2114.9,10436.0,2017,2106.10698
53,Mujer,Catalunya,Espanya,autónomo,50,0.0,17500.0,2017,2096.1390100000003
24,Hombre,Catalunya,Espanya,asalariado,25,6747.5,0.0,2017,2096.18901
22,Hombre,Catalunya,Espanya,, ,145.4,0.0,2017,2096.18901
19,Hombre,Catalunya,Espanya,, ,194.6,0.0,2017,2153.41766
81,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,3411.9903200000003
74,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1175.77529
77,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,1176.7653300000002
62,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1261.42519
64,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1230.78799
38,Hombre,Catalunya,Espanya,asalariado,40,139332.6,0.0,2017,2449.97305
36,Mujer,Catalunya,Espanya,asalariado,40,34190.9,0.0,2017,2447.5041699999997
55,Mujer,Catalunya,Espanya,asalariado,40,16163.7,0.0,2017,2788.2774600000002
52,Mujer,Catalunya,Resto,asalariado,50,18000.0,0.0,2017,1930.9129899999998
86,Mujer,Catalunya,Espanya,autónomo, ,0.0,0.0,2017,1899.73599
77,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1707.82852
75,Mujer,Catalunya,Espanya,Empleador, ,0.0,60880.1,2017,1701.9492699999998
42,Mujer,Catalunya,Espanya,asalariado,40,26477.2,0.0,2017,1712.43879
37,Hombre,Catalunya,Espanya,asalariado,40,36707.1,0.0,2017,1714.1661800000002
53,Hombre,Catalunya,Espanya,autónomo, ,0.0,1236.6,2017,3563.9811
61,Mujer,Catalunya,Espanya,autónomo, ,0.0,1236.6,2017,3509.5469299999995
63,Hombre,Catalunya,Espanya,asalariado, ,87928.4,0.0,2017,1393.75295
65,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,1359.90181
36,Mujer,Catalunya,Espanya,asalariado,40,68415.3,0.0,2017,6689.0434700000005
36,Hombre,Catalunya,Espanya,asalariado,40,4604.8,20769.6,2017,6695.79093
43,Mujer,Catalunya,Espanya,asalariado,50,8042.9,13000.0,2017,7343.74415
35,Mujer,Catalunya,Espanya,asalariado, ,3666.0,5000.0,2017,15732.426609999999
66,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,2091.91752
65,Hombre,Catalunya,Espanya,asalariado, ,69759.3,2720.7,2017,1432.5810199999999
68,Mujer,Catalunya,Espanya,asalariado, ,17674.1,0.0,2017,1404.46074
78,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1411.33859
85,Hombre,Catalunya,Espanya,Empleador, ,0.0,0.0,2017,2788.05003
86,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,2749.722
61,Mujer,Catalunya,Espanya,Empleador,55,0.0,17407.8,2017,2966.78251
24,Hombre,Catalunya,Espanya,asalariado,40,3846.8,0.0,2017,2998.61051
80,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,3844.3307700000005
52,Hombre,Catalunya,Espanya,asalariado,40,21812.9,0.0,2017,3926.0023
55,Hombre,Catalunya,Espanya,asalariado,50,98011.6,0.0,2017,1715.2790100000002
53,Mujer,Catalunya,Espanya,asalariado,40,23267.8,0.0,2017,1707.1607800000002
22,Hombre,Catalunya,Espanya,, ,0.0,0.0,2017,1707.2015
19,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,1712.69228
77,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,2727.73508
79,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,2765.75663
56,Mujer,Catalunya,Espanya,asalariado,38,52099.9,0.0,2017,1691.91507
60,Hombre,Catalunya,Espanya,asalariado,38,63646.2,0.0,2017,1675.51251
31,Hombre,Catalunya,Espanya,asalariado,40,13286.5,0.0,2017,3271.3428
25,Mujer,Catalunya, ,, ,0.0,0.0,2017,0.0
37,Mujer,Catalunya,Espanya,asalariado,38,27253.6,0.0,2017,6101.68206
39,Hombre,Catalunya,Espanya,autónomo,40,21207.8,0.0,2017,6107.83703
58,Mujer,Catalunya,Espanya,asalariado,40,23071.7,0.0,2017,2267.79497
54,Hombre,Catalunya,Espanya,asalariado,40,40146.5,0.0,2017,2282.75799
22,Hombre,Catalunya,Espanya,asalariado, ,7948.4,0.0,2017,2272.00814
69,Hombre,Catalunya,Espanya,asalariado, ,599.9,0.0,2017,1598.3533300000001
86,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,1599.69919
84,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,2627.49883
54,Hombre,Catalunya,Espanya,asalariado,40,35171.6,0.0,2017,4340.8926200000005
50,Mujer,Catalunya,Espanya,asalariado,38,22900.7,0.0,2017,4345.790489999999
42,Hombre,Catalunya,Espanya,asalariado,40,28058.0,0.0,2017,2255.1160800000002
42,Mujer,Catalunya,Espanya,asalariado,40,38500.6,0.0,2017,2252.8435600000003
73,Hombre,Catalunya,Espanya,asalariado, ,696.0,0.0,2017,1510.91921
72,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1527.99137
42,Hombre,Catalunya,Espanya,asalariado,40,24682.0,0.0,2017,1538.9595800000002
82,Hombre,Catalunya,Espanya,Empleador, ,0.0,4724.9,2017,2044.9624800000001
48,Hombre,Catalunya,Espanya,autónomo,40,0.0,14504.96,2017,2049.07487
44,Mujer,Catalunya,Espanya,asalariado,40,5124.4,0.0,2017,2050.4828399999997
56,Hombre,Catalunya,Espanya,Empleador, ,7562.1,0.0,2017,5992.08476
72,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,2004.31473
70,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,2026.9618600000001
36,Mujer,Catalunya,Espanya,asalariado, ,388.8,0.0,2017,2039.4545100000003
44,Mujer,Catalunya, ,, ,22055.6,0.0,2017,0.0
22,Hombre,Catalunya,Resto,asalariado,40,681.5,0.0,2017,2537.15845
28,Hombre,Catalunya,Resto,asalariado,40,28681.5,0.0,2017,2261.6271
49,Hombre,Catalunya, ,, ,7953.5,0.0,2017,0.0
69,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1732.13772
73,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1732.13772
78,Mujer,Catalunya,Resto,asalariado, ,0.0,0.0,2017,1411.33859
54,Hombre,Catalunya,Espanya,asalariado,38,42181.6,0.0,2017,2375.9502199999997
52,Mujer,Catalunya,Espanya,asalariado,36,18706.6,0.0,2017,2364.7051100000003
22,Mujer,Catalunya,Espanya,asalariado, ,3114.9,0.0,2017,2600.9996300000003
19,Hombre,Catalunya,Espanya,, ,0.0,0.0,2017,2429.3225399999997
52,Mujer,Catalunya,Espanya,asalariado,40,40116.5,0.0,2017,2918.15892
55,Hombre,Catalunya,Espanya,asalariado,54,42382.4,0.0,2017,2932.03592
60,Hombre,Catalunya,UE-28,asalariado, ,0.0,0.0,2017,1904.12259
58,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1922.76315
59,Hombre,Catalunya,Espanya,asalariado, ,73658.8,0.0,2017,2071.30014
58,Mujer,Catalunya,Espanya,autónomo,55,0.0,7500.0,2017,2091.5773
28,Mujer,Catalunya, ,, ,13489.3,0.0,2017,0.0
24,Hombre,Catalunya,Espanya,ayuda familiar,36,0.0,12500.0,2017,2095.4630899999997
76,Hombre,Catalunya,Espanya,Empleador, ,0.0,0.0,2017,1490.68491
71,Mujer,Catalunya,Espanya,asalariado,20,2073.26,0.0,2017,1485.55318
42,Mujer,Catalunya,Resto,asalariado, ,9170.9,0.0,2017,4309.78942
36,Hombre,Catalunya,Espanya,asalariado,40,34609.8,0.0,2017,4314.13685
82,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1990.1709600000002
57,Hombre,Catalunya,Resto,asalariado, ,0.0,0.0,2017,3374.02719
38,Mujer,Catalunya,Resto,asalariado, ,0.0,0.0,2017,3414.1949299999997
38,Mujer,Catalunya,Espanya,autónomo,40,0.0,15000.0,2017,4327.54465
86,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,3733.9316200000003
75,Hombre,Catalunya,Espanya,autónomo, ,0.0,0.0,2017,1421.10444
72,Mujer,Catalunya,Espanya,autónomo, ,0.0,0.0,2017,1437.16176
42,Mujer,Catalunya,Espanya,asalariado,50,50653.3,0.0,2017,8036.66949
46,Hombre,Catalunya,Espanya,asalariado,40,39483.8,0.0,2017,1989.6611100000002
41,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1991.02826
75,Hombre,Catalunya,Espanya,Empleador, ,0.0,0.0,2017,1956.72286
46,Hombre,Catalunya,Espanya,autónomo, ,0.0,27322.2,2017,1457.93046
71,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1449.9955699999998
45,Mujer,Catalunya,Espanya,asalariado, ,25031.5,0.0,2017,1458.93224
20,Hombre,Catalunya,Espanya,asalariado,30,4650.3,0.0,2017,1498.40839
17,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,1463.27827
72,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1421.10444
70,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1437.16176
60,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,1754.53145
86,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1729.36808
30,Mujer,Catalunya,Espanya,asalariado,2,422.9,0.0,2017,1762.25155
38,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1758.20701
49,Hombre,Catalunya,Espanya,autónomo, ,0.0,7500.0,2017,3204.9250399999996
46,Mujer,Catalunya,Espanya,asalariado,40,12825.8,0.0,2017,3225.17409
60,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1790.8791
57,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1808.41105
42,Mujer,Catalunya,Espanya,asalariado,40,12262.9,0.0,2017,2322.21483
42,Hombre,Catalunya,Espanya,asalariado,40,22655.3,0.0,2017,2324.55733
18,Hombre,Catalunya,Espanya,, ,0.0,0.0,2017,2385.0499
43,Mujer,Catalunya,Espanya,asalariado,40,44121.2,0.0,2017,2800.3107800000002
42,Hombre,Catalunya,Espanya,asalariado,40,50972.9,0.0,2017,2803.1355399999998
56,Mujer,Catalunya,Espanya,autónomo,40,34596.9,0.0,2017,3024.27344
57,Hombre,Catalunya,Espanya,autónomo,40,0.0,58958.3,2017,2994.9541
25,Mujer,Catalunya,Espanya,, ,228.6,0.0,2017,3332.57622
23,Mujer,Catalunya,UE-28,, ,8805.4,0.0,2017,3332.57622
21,Mujer,Catalunya,UE-28,, ,0.0,0.0,2017,3332.57622
50,Hombre,Catalunya,Espanya,asalariado,40,66241.4,0.0,2017,4407.32412
47,Mujer,Catalunya,Espanya,asalariado,40,150992.6,0.0,2017,4435.17006
59,Hombre,Catalunya,Espanya,asalariado,40,14854.0,0.0,2017,1751.91055
51,Mujer,Catalunya,Espanya,asalariado,40,7005.8,0.0,2017,1772.30535
32,Hombre,Catalunya,Espanya,asalariado,40,22368.0,0.0,2017,1807.82604
22,Mujer,Catalunya,Espanya,, ,618.7,0.0,2017,1949.40398
47,Hombre,Catalunya,Espanya,asalariado,40,32475.3,0.0,2017,2718.77758
45,Mujer,Catalunya,Espanya,asalariado,40,7499.6,0.0,2017,2720.64572
17,Hombre,Catalunya,Espanya,, ,0.0,0.0,2017,2794.26163
74,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,2265.5741199999998
37,Hombre,Catalunya, ,, ,0.0,0.0,2017,0.0
67,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1319.6952099999999
69,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,1334.60669
42,Mujer,Catalunya,Espanya,asalariado,40,22460.9,0.0,2017,2509.34751
42,Hombre,Catalunya,Espanya,asalariado,40,85513.6,0.0,2017,2511.87877
62,Mujer,Catalunya,Espanya,asalariado, ,98028.8,0.0,2017,1927.74125
63,Hombre,Catalunya,Espanya,asalariado, ,48066.0,0.0,2017,1975.72725
25,Mujer,Catalunya,Espanya,asalariado, ,17778.8,0.0,2017,2143.06839
61,Hombre,Catalunya,Espanya,asalariado, ,36252.8,0.0,2017,2131.13708
63,Mujer,Catalunya,Espanya,asalariado,40,36940.2,0.0,2017,2079.37653
73,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1446.4292599999999
71,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1462.7727300000001
51,Hombre,Catalunya,Espanya,autónomo, ,0.0,51280.2,2017,1807.84269
53,Mujer,Catalunya,Espanya,asalariado,40,24045.9,0.0,2017,1799.28637
22,Hombre,Catalunya,Espanya,asalariado,6,1890.6,0.0,2017,1799.32929
19,Hombre,Catalunya,Espanya,, ,0.0,0.0,2017,1848.45329
39,Mujer,Catalunya,Espanya,asalariado, ,11948.1,0.0,2017,2887.1628600000004
46,Hombre,Catalunya,Espanya,autónomo, ,0.0,24314.47,2017,2885.18039
46,Hombre,Catalunya,Resto,asalariado,50,24832.3,0.0,2017,1916.3547800000001
39,Mujer,Catalunya,Resto,asalariado,46,18436.8,0.0,2017,1917.67155
20,Hombre,Catalunya,Resto,asalariado,40,0.0,0.0,2017,1969.5603899999999
45,Hombre,Catalunya,Espanya,asalariado,40,27009.5,0.0,2017,2761.2607
46,Mujer,Catalunya,Espanya,asalariado,8,15951.82,0.0,2017,2774.0004
21,Mujer,Catalunya,Espanya,asalariado,40,10716.5,0.0,2017,3033.33049
17,Hombre,Catalunya,Espanya,, ,0.0,0.0,2017,2833.1177199999997
42,Hombre,Catalunya,Espanya,asalariado,20,611.7,0.0,2017,1176.21336
73,Hombre,Catalunya,Resto,Empleador,30,0.0,8320.57,2017,1154.78234
62,Mujer,Catalunya,Resto,, ,0.0,0.0,2017,1162.28099
21,Hombre,Catalunya,Espanya,asalariado,30,630.6,0.0,2017,1174.75008
60,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1602.61179
61,Hombre,Catalunya,Espanya,asalariado,40,32466.2,0.0,2017,1628.08969
76,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1499.75466
69,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1323.08801
72,Hombre,Catalunya,Espanya,Empleador, ,0.0,769.9,2017,1308.30522
67,Mujer,Catalunya,Espanya,asalariado, ,2408.0,0.0,2017,1534.37349
73,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1517.23002
86,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,4001.68794
82,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,3946.67572
65,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1474.10109
40,Hombre,Catalunya,Espanya,asalariado,40,21071.0,0.0,2017,4055.6540700000005
39,Mujer,Catalunya,Espanya,asalariado,25,17653.5,0.0,2017,4051.56712
73,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,3265.55535
67,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,2224.37382
65,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,2238.81792
28,Hombre,Catalunya,Espanya,asalariado, ,5631.6,0.0,2017,3976.29242
43,Mujer,Catalunya,Resto,asalariado,19,9188.16,0.0,2017,2366.03849
20,Mujer,Catalunya,Resto,, ,0.0,0.0,2017,2373.08672
19,Hombre,Catalunya,Resto,, ,0.0,0.0,2017,2430.05936
18,Mujer,Catalunya,Resto,, ,0.0,0.0,2017,2373.08672
82,Hombre,Catalunya,Espanya,autónomo, ,0.0,0.0,2017,4194.53657
81,Mujer,Catalunya,Espanya,, ,0.0,0.0,2017,4136.87322
43,Hombre,Catalunya,Espanya,asalariado,40,31714.0,0.0,2017,2596.52916
40,Mujer,Catalunya,Espanya,asalariado,35,34190.8,0.0,2017,2593.91259
73,Hombre,Catalunya,Espanya,autónomo, ,0.0,0.0,2017,1398.0167
64,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1407.0948
72,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2017,1445.33586
49,Hombre,Catalunya,Espanya,asalariado,40,11885.17,0.0,2017,2503.6802399999997
49,Mujer,Catalunya,Espanya,asalariado,20,8762.5,0.0,2017,2519.49875
